"id","description","last_updated"
"786783","Raspberries, red, raw","2020-04-01"
"786784","Raspberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786785","Raspberries, cooked or canned, unsweetened, water pack","2020-04-01"
"786786","Raspberries, cooked or canned, in heavy syrup","2020-04-01"
"786787","Raspberries, frozen, NS as to added sweetener","2020-04-01"
"786788","Raspberries, frozen, unsweetened","2020-04-01"
"786789","Raspberries, frozen, with sugar","2020-04-01"
"786790","Strawberries, raw","2020-04-01"
"786791","Strawberries, raw, with sugar","2020-04-01"
"786792","Strawberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786793","Strawberries, cooked or canned, unsweetened, water pack","2020-04-01"
"786794","Strawberries, cooked or canned, in syrup","2020-04-01"
"786795","Strawberries, frozen, NS as to added sweetener","2020-04-01"
"786796","Strawberries, frozen, unsweetened","2020-04-01"
"786797","Strawberries, frozen, with sugar","2020-04-01"
"786798","Youngberries, raw","2020-04-01"
"786799","Ambrosia","2020-04-01"
"786800","Cranberry-orange relish, uncooked","2020-04-01"
"786801","Cranberry-raspberry Sauce","2020-04-01"
"786802","Fruit salad, fresh or raw,  excluding citrus fruits, no dressing","2020-04-01"
"786803","Fruit salad, fresh or raw, including citrus fruits, no dressing","2020-04-01"
"786804","Fruit cocktail or mix, frozen","2020-04-01"
"786805","Fruit cocktail, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786806","Fruit cocktail, cooked or canned, unsweetened, water pack","2020-04-01"
"786807","Fruit cocktail, cooked or canned, in heavy syrup","2020-04-01"
"786808","Fruit cocktail, cooked or canned, in light syrup","2020-04-01"
"786809","Tropical fruit cocktail, cooked or canned, in light syrup","2020-04-01"
"786810","Fruit cocktail, cooked or canned, drained solids","2020-04-01"
"786811","Fruit cocktail, cooked or canned, juice pack","2020-04-01"
"786812","Fruit salad, Puerto Rican style","2020-04-01"
"786813","Apple salad with dressing","2020-04-01"
"786814","Apple, candied","2020-04-01"
"786815","Fruit, chocolate covered","2020-04-01"
"786816","Banana, chocolate-covered with nuts","2020-04-01"
"786817","Banana whip","2020-04-01"
"786818","Prune whip","2020-04-01"
"786819","Fried dwarf banana, Puerto Rican style","2020-04-01"
"786820","Fried dwarf banana with cheese, Puerto Rican style","2020-04-01"
"786821","Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise","2020-04-01"
"786822","Fruit salad, excluding citrus fruits, with whipped cream","2020-04-01"
"786823","Fruit salad, excluding citrus fruits, with nondairy whipped topping","2020-04-01"
"786824","Fruit salad, excluding citrus fruits, with marshmallows","2020-04-01"
"786825","Fruit salad, including citrus fruits, with pudding","2020-04-01"
"786826","Fruit salad, excluding citrus fruits, with pudding","2020-04-01"
"786827","Fruit salad, including citrus fruits, with salad dressing or mayonnaise","2020-04-01"
"786828","Fruit salad, including citrus fruit, with whipped cream","2020-04-01"
"786829","Fruit salad, including citrus fruits, with nondairy whipped topping","2020-04-01"
"786830","Fruit salad, including citrus fruits, with marshmallows","2020-04-01"
"786831","Fruit dessert with cream and/or pudding and nuts","2020-04-01"
"786832","Lime souffle","2020-04-01"
"786836","Cranberry salad, congealed","2020-04-01"
"786837","Pineapple salad with dressing","2020-04-01"
"786839","Fruit juice bar, frozen, orange flavor","2020-04-01"
"786840","Fruit juice bar, frozen, flavor other than orange","2020-04-01"
"786841","Fruit juice bar, frozen, sweetened with low calorie sweetener, flavors other than orange","2020-04-01"
"786842","Sorbet, fruit, noncitrus flavor","2020-04-01"
"786843","Sorbet, fruit, citrus flavor","2020-04-01"
"786844","Fruit juice bar with cream, frozen","2020-04-01"
"787199","Beet greens, raw","2020-04-01"
"787200","Beet greens, cooked, NS as to fat added in cooking","2020-04-01"
"787201","Beet greens, cooked, fat not added in cooking","2020-04-01"
"787202","Beet greens, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"787203","Beet greens, cooked, made with oil","2020-04-01"
"787204","Beet greens, cooked, made with butter","2020-04-01"
"787205","Beet greens, cooked, made with margarine","2020-04-01"
"787206","Broccoli raab, raw","2020-04-01"
"787207","Broccoli raab, cooked, NS as to fat added in cooking","2020-04-01"
"787208","Broccoli raab, cooked, fat not added in cooking","2020-04-01"
"787209","Broccoli raab, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"787210","Broccoli raab, cooked, made with oil","2020-04-01"
"787211","Broccoli raab, cooked, made with butter","2020-04-01"
"787212","Broccoli raab, cooked, made with margarine","2020-04-01"
"787213","Chard, raw","2020-04-01"
"787214","Chard, cooked, NS as to fat added in cooking","2020-04-01"
"787215","Chard, cooked, fat not added in cooking","2020-04-01"
"787216","Chard, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"787217","Chard, cooked, made with oil","2020-04-01"
"787218","Chard, cooked, made with butter","2020-04-01"
"787219","Chard, cooked, made with margarine","2020-04-01"
"787220","Collards, raw","2020-04-01"
"787221","Collards, cooked, NS as to form, NS as to fat added in cooking","2020-04-01"
"787222","Collards, cooked, from fresh, NS as to fat added in cooking","2020-04-01"
"787223","Collards, cooked, from frozen, NS as to fat added in cooking","2020-04-01"
"787224","Collards, cooked, from canned, NS as to fat added in cooking","2020-04-01"
"787225","Collards, cooked, NS as to form, fat not added in cooking","2020-04-01"
"787226","Collards, cooked, from fresh, fat not added in cooking","2020-04-01"
"787227","Collards, cooked, from frozen, fat not added in cooking","2020-04-01"
"787228","Collards, cooked, from canned, fat not added in cooking","2020-04-01"
"787229","Collards, cooked, NS as to form, fat added in cooking, NS as to type of fat","2020-04-01"
"787230","Collards, cooked, from fresh, fat added in cooking, NS as to type of fat","2020-04-01"
"787231","Collards, cooked, from frozen, fat added in cooking, NS as to type of fat","2020-04-01"
"787232","Collards, cooked, from canned, fat added in cooking, NS as to type of fat","2020-04-01"
"787233","Collards, cooked, NS as to form, made with oil","2020-04-01"
"787234","Collards, cooked, NS as to form, made with butter","2020-04-01"
"787235","Collards, cooked, NS as to form, made with margarine","2020-04-01"
"787236","Collards, cooked, from fresh, made with oil","2020-04-01"
"787237","Collards, cooked, from fresh, made with butter","2020-04-01"
"787238","Collards, cooked, from fresh, made with margarine","2020-04-01"
"787239","Collards, cooked, from frozen, made with oil","2020-04-01"
"787240","Collards, cooked, from frozen, made with butter","2020-04-01"
"787241","Collards, cooked, from frozen, made with margarine","2020-04-01"
"787242","Collards, cooked, from canned, made with oil","2020-04-01"
"787243","Collards, cooked, from canned, made with butter","2020-04-01"
"787244","Collards, cooked, from canned, made with margarine","2020-04-01"
"787245","Cress, raw","2020-04-01"
"787246","Cress, cooked, NS as to form, NS as to fat added in cooking","2020-04-01"
"787247","Cress, cooked, from fresh, NS as to fat added in cooking","2020-04-01"
"787248","Cress, cooked, from canned, NS as to fat added in cooking","2020-04-01"
"787249","Cress, cooked, NS as to form, fat not added in cooking","2020-04-01"
"787250","Cress, cooked, from fresh, fat not added in cooking","2020-04-01"
"787251","Cress, cooked, from canned, fat not added in cooking","2020-04-01"
"787252","Cress, cooked, NS as to form, fat added in cooking, NS as to type of fat","2020-04-01"
"787253","Cress, cooked, from fresh, fat added in cooking, NS as to type of fat","2020-04-01"
"787254","Cress, cooked, from canned, fat added in cooking, NS as to type of fat","2020-04-01"
"787255","Cress, cooked, NS as to form, made with oil","2020-04-01"
"787256","Cress, cooked, NS as to form, made with butter","2020-04-01"
"787257","Cress, cooked, NS as to form, made with margarine","2020-04-01"
"787258","Cress, cooked, from fresh, made with oil","2020-04-01"
"787259","Cress, cooked, from fresh, made with butter","2020-04-01"
"787260","Cress, cooked, from fresh, made with margarine","2020-04-01"
"787261","Cress, cooked, from canned, made with oil","2020-04-01"
"787262","Cress, cooked, from canned, made with butter","2020-04-01"
"787263","Cress, cooked, from canned, made with margarine","2020-04-01"
"787264","Dandelion greens, raw","2020-04-01"
"787265","Dandelion greens, cooked, NS as to fat added in cooking","2020-04-01"
"787266","Dandelion greens, cooked, fat not added in cooking","2020-04-01"
"787267","Dandelion greens, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"787268","Dandelion greens, cooked, made with oil","2020-04-01"
"787269","Dandelion greens, cooked, made with butter","2020-04-01"
"787270","Dandelion greens, cooked, made with margarine","2020-04-01"
"787273","Escarole, cooked, NS as to fat added in cooking","2020-04-01"
"787274","Escarole, cooked, fat not added in cooking","2020-04-01"
"787275","Escarole, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"787276","Escarole, cooked, made with oil","2020-04-01"
"787277","Escarole, cooked, made with butter","2020-04-01"
"787278","Escarole, cooked, made with margarine","2020-04-01"
"787280","Greens, cooked, NS as to form, NS as to fat added in cooking","2020-04-01"
"787281","Greens, cooked, from fresh, NS as to fat added in cooking","2020-04-01"
"787282","Greens, cooked, from frozen, NS as to fat added in cooking","2020-04-01"
"787283","Greens, cooked, from canned, NS as to fat added in cooking","2020-04-01"
"787284","Greens, cooked, NS as to form, fat not added in cooking","2020-04-01"
"787285","Greens, cooked, from fresh, fat not added in cooking","2020-04-01"
"787286","Greens, cooked, from frozen, fat not added in cooking","2020-04-01"
"787287","Greens, cooked, from canned, fat not added in cooking","2020-04-01"
"787288","Greens, cooked, NS as to form, fat added in cooking, NS as to type of fat","2020-04-01"
"787289","Greens, cooked, from fresh, fat added in cooking, NS as to type of fat","2020-04-01"
"787290","Greens, cooked, from frozen, fat added in cooking, NS as to type of fat","2020-04-01"
"787291","Greens, cooked, from canned, fat added in cooking, NS as to type of fat","2020-04-01"
"787292","Greens, cooked, NS as to form, made with oil","2020-04-01"
"787293","Greens, cooked, NS as to form, made with butter","2020-04-01"
"787294","Greens, cooked, NS as to form, made with margarine","2020-04-01"
"787295","Greens, cooked, from fresh, made with oil","2020-04-01"
"787296","Greens, cooked, from fresh, made with butter","2020-04-01"
"787297","Greens, cooked, from fresh, made with margarine","2020-04-01"
"787298","Greens, cooked, from frozen, made with oil","2020-04-01"
"787299","Greens, cooked, from frozen, made with butter","2020-04-01"
"787300","Greens, cooked, from frozen, made with margarine","2020-04-01"
"787301","Greens, cooked, from canned, made with oil","2020-04-01"
"787302","Greens, cooked, from canned, made with butter","2020-04-01"
"787303","Greens, cooked, from canned, made with margarine","2020-04-01"
"787304","Chamnamul, cooked, NS as to fat added in cooking","2020-04-01"
"787305","Chamnamul, cooked, fat not added in cooking","2020-04-01"
"787306","Chamnamul, cooked, fat added in cooking","2020-04-01"
"787307","Kale, raw","2020-04-01"
"787308","Kale, cooked, NS as to form, NS as to fat added in cooking","2020-04-01"
"787309","Kale, cooked, from fresh, NS as to fat added in cooking","2020-04-01"
"787310","Kale, cooked, from frozen, NS as to fat added in cooking","2020-04-01"
"787311","Kale, cooked, from canned, NS as to fat added in cooking","2020-04-01"
"787312","Kale, cooked, NS as to form, fat not added in cooking","2020-04-01"
"787313","Kale, cooked, from fresh, fat not added in cooking","2020-04-01"
"787314","Kale, cooked, from frozen, fat not added in cooking","2020-04-01"
"787315","Kale, cooked, from canned, fat not added in cooking","2020-04-01"
"787316","Kale, cooked, NS as to form, fat added in cooking, NS as to type of fat","2020-04-01"
"787317","Kale, cooked, from fresh, fat added in cooking, NS as to type of fat","2020-04-01"
"787318","Kale, cooked, from frozen, fat added in cooking, NS as to type of fat","2020-04-01"
"787319","Kale, cooked, from canned, fat added in cooking, NS as to type of fat","2020-04-01"
"787320","Kale, cooked, NS as to form, made with oil","2020-04-01"
"787321","Kale, cooked, NS as to form, made with butter","2020-04-01"
"787322","Kale, cooked, NS as to form, made with margarine","2020-04-01"
"787323","Kale, cooked, from fresh, made with oil","2020-04-01"
"787324","Kale, cooked, from fresh, made with butter","2020-04-01"
"787325","Kale, cooked, from fresh, made with margarine","2020-04-01"
"787326","Kale, cooked, from frozen, made with oil","2020-04-01"
"787327","Kale, cooked, from frozen, made with butter","2020-04-01"
"787328","Kale, cooked, from frozen, made with margarine","2020-04-01"
"787329","Kale, cooked, from canned, made with oil","2020-04-01"
"787330","Kale, cooked, from canned, made with butter","2020-04-01"
"787331","Kale, cooked, from canned, made with margarine","2020-04-01"
"787332","Lambsquarter, cooked, NS as to fat added in cooking","2020-04-01"
"787333","Lambsquarter, cooked, fat not added in cooking","2020-04-01"
"787334","Lambsquarter, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"787335","Lambsquarter, cooked, made with oil","2020-04-01"
"787336","Lambsquarter, cooked, made with butter","2020-04-01"
"787337","Lambsquarter, cooked, made with margarine","2020-04-01"
"787338","Mustard Cabbage, cooked, NS as to fat added in cooking","2020-04-01"
"787339","Mustard cabbage, cooked, fat not added in cooking","2020-04-01"
"787340","Mustard Cabbage, cooked, fat added in cooking","2020-04-01"
"787341","Mustard greens, raw","2020-04-01"
"787342","Mustard greens, cooked, NS as to form, NS as to fat added in cooking","2020-04-01"
"787343","Mustard greens, cooked, from fresh, NS as to fat added in cooking","2020-04-01"
"787344","Mustard greens, cooked, from frozen, NS as to fat added in cooking","2020-04-01"
"787345","Mustard greens, cooked, from canned, NS as to fat added in cooking","2020-04-01"
"787346","Mustard greens, cooked, NS as to form, fat not added in cooking","2020-04-01"
"787347","Mustard greens, cooked, from fresh, fat not added in cooking","2020-04-01"
"787348","Mustard greens, cooked, from frozen, fat not added in cooking","2020-04-01"
"787349","Mustard greens, cooked, from canned, fat not added in cooking","2020-04-01"
"787350","Mustard greens, cooked, NS as to form, fat added in cooking, NS as to type of fat","2020-04-01"
"787351","Mustard greens, cooked, from fresh, fat added in cooking, NS as to type of fat","2020-04-01"
"787352","Mustard greens, cooked, from frozen, fat added in cooking, NS as to type of fat","2020-04-01"
"787353","Mustard greens, cooked, from canned, fat added in cooking, NS as to type of fat","2020-04-01"
